"","stationcode","objectid","sitetype","sampledate","evaluator","taxon","taxondetails","lifestage","abundance","notes","recordtimestamp","status","projectcode","stationdesc","no_observation","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","record_origin","origin_lastupdatedate","record_publish","originalid","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"11","402M00030",627,"exists",2017-04-19,"Jim Mann","Other amphibian",NA,"Larvae","More than 50","Western toad/Bufo boreas",2017-10-11 13:19:38,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 13:19:38,"true",NA,NA,"402M00030",34.43881,-119.29959,402,"Ventura","Ventura"
"12","402M00042",628,"exists",2017-04-19,"Jim Mann","Other amphibian",NA,"Larvae","More than 50","Western toad/Bufo boreas",2017-10-11 13:20:56,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 13:20:56,"true",NA,NA,"402M00042",34.46039,-119.28891,402,"Ventura","Ventura"
"13","402M00043",585,"exists",2016-06-22,"Jim Mann","Other fish",NA,"Juvenile/Adult","11 to 50","fathead minnow",2016-10-31 08:39:21,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-31 08:39:21,"true",NA,NA,"402M00043",34.50161,-119.34749,402,"Ventura","Ventura"
"14","402M00046",629,"exists",2017-04-26,"Jim Mann",NA,NA,NA,NA,NA,2017-10-11 13:04:20,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 13:04:20,"true",NA,NA,"402M00046",34.42402,-119.30011,402,"Ventura","Ventura"
"15","402M00058",801,"exists",2019-06-10,"JM","Other fish","","Juvenile/Adult","More than 50","Pimephales promelas",NA,NA,"SMC_VCWPD_2019","","false","{96AED224-CA07-4021-8672-798877CF3FC7}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",43,NA,"402M00058",34.44552,-119.29586,402,"Ventura","Ventura"
"16","402M00058",800,"exists",2019-06-10,"JM","Gambusia affinis","","Juvenile/Adult","More than 50","",NA,NA,"SMC_VCWPD_2019","","false","{51EBECC9-3EC7-4256-A065-80DD5333CFC9}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",42,NA,"402M00058",34.44552,-119.29586,402,"Ventura","Ventura"
"17","402M00058",799,"exists",2019-06-10,"JM","Other amphibian","","Larvae","1 to 10","tree frog",NA,NA,"SMC_VCWPD_2019","","false","{7663DF09-8E1C-453D-97FF-1359830556B6}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",41,NA,"402M00058",34.44552,-119.29586,402,"Ventura","Ventura"
"18","402M00066",944,"exists",2018-07-23,"Jim Mann","Other fish","","Juvenile/Adult","More than 50","Pimephales promelas",NA,NA,"SMC_VCWPD_2018","","false","{C39533E6-13F7-4A15-91F0-2F16EDA48789}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",186,NA,"402M00066",34.29325,-119.30742,402,"Ventura","Ventura"
"19","402M00066",943,"exists",2018-07-23,"Jim Mann","Other amphibian","","Larvae","1 to 10","Pseudacris cadaverina",NA,NA,"SMC_VCWPD_2018","","false","{9BD35D30-354D-4875-8993-8DE1828CCFEB}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",185,NA,"402M00066",34.29325,-119.30742,402,"Ventura","Ventura"
"20","402M00066",942,"exists",2018-07-23,"Jim Mann","Procambarus clarkii","","Juvenile/Adult","1 to 10","",NA,NA,"SMC_VCWPD_2018","","false","{6937C648-247D-4474-8299-961A85FD7572}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",184,NA,"402M00066",34.29325,-119.30742,402,"Ventura","Ventura"
"21","402M00082",945,"exists",2018-07-23,"Jim Mann","Other fish","","Juvenile/Adult","More than 50","Pimephales promelas",NA,NA,"SMC_VCWPD_2018","","false","{77E4B9AB-3142-41BA-94AE-9B573B6B43FD}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",187,NA,"402M00082",34.29004,-119.30801,402,"Ventura","Ventura"
"24","402M00110",803,"exists",2019-06-10,"KW/JM","Gambusia affinis","","Juvenile/Adult","More than 50","",NA,NA,"SMC_VCWPD_2019","","false","{AD06B977-0D1A-4812-8C12-9A03E0D9CA9A}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",45,NA,"402M00110",34.42735,-119.30364,402,"Ventura","Ventura"
"25","402M00110",804,"exists",2019-06-10,"KW/JM","Other fish","","Juvenile/Adult","More than 50","Pimephales promelas",NA,NA,"SMC_VCWPD_2019","","false","{045B92F6-0DE0-4924-AD78-8EAD77C24424}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",46,NA,"402M00110",34.42735,-119.30364,402,"Ventura","Ventura"
"26","402M00110",802,"exists",2019-06-10,"KW/JM","Other amphibian","","Larvae","1 to 10","tree frog",NA,NA,"SMC_VCWPD_2019","","false","{BA2B90F7-F2B2-4E52-98CD-306A01FE3496}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",44,NA,"402M00110",34.42735,-119.30364,402,"Ventura","Ventura"
"27","402M00114",954,"exists",2018-06-14,"Jim Mann","Other amphibian","","Juvenile/Adult","1 to 10","Pseudacris regilla",NA,NA,"SMC_VCWPD_2018","","false","{BC80289E-5A27-488D-B7B4-508BA238EDFB}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",196,NA,"402M00114",34.41665,-119.37011,402,"Ventura","Ventura"
"28","402M00127",805,"exists",2019-06-10,"JM","Other amphibian","","Larvae","11 to 50","tree frog",NA,NA,"SMC_VCWPD_2019","","false","{C8FD9BD4-1833-46A3-8580-A6255970BF5D}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",47,NA,"402M00127",34.42503,-119.26342,402,"Ventura","Ventura"
"29","402M00127",806,"exists",2019-06-10,"JM","Other fish","","Juvenile/Adult","More than 50","Pimephales promelus, juvenile",NA,NA,"SMC_VCWPD_2019","","false","{CA5154D7-319C-4BDE-958A-8C8B4CD0AF14}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",48,NA,"402M00127",34.42503,-119.26342,402,"Ventura","Ventura"
"31","403BA0136",451,"exists",2014-06-09,"SM","","","","","",2015-11-10 11:29:20,"","RWB4_SMC_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:29:20,"true",NA,NA,"403BA0136",34.51202,-118.45038,403,"Los Angeles","Santa Clara"
"32","403CE0156",455,"exists",2015-06-11,"SM","Procambarus clarkii","","Juvenile/Adult","1 to 10","Very turbid water, hard to see",2015-11-10 11:50:38,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 11:50:38,"true",NA,NA,"403CE0156",34.37746,-119.05968,403,"Ventura","Santa Clara"
"33","403CE0188",466,"exists",2015-06-10,"SM","Gambusia affinis","","Juvenile/Adult","11 to 50","",2015-11-10 12:08:37,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:08:37,"true",NA,NA,"403CE0188",34.35646,-119.04752,403,"Ventura","Santa Clara"
"34","403CE0188",465,"exists",2015-06-10,"SM","Other fish","","Juvenile/Adult","11 to 50","Small sculpin looking fish",2015-11-10 12:08:37,"","RWB4_SMC_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-11-10 12:08:37,"true",NA,NA,"403CE0188",34.35646,-119.04752,403,"Ventura","Santa Clara"
"35","403M01500",564,"exists",2016-06-15,"Wendy Willis",NA,NA,NA,NA,NA,2016-10-26 07:23:23,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:23:23,"true",NA,NA,"403M01500",34.29132,-119.14776,403,"Ventura","Santa Clara"
"36","403M01505",401,"exists",2015-06-29,"Wendy Willis","Lithobates catesbeianus","","Larvae","1 to 10","",2015-10-22 10:50:00,"","SMC_VCWPD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:50:00,"true",NA,NA,"403M01505",34.41709,-118.92546,403,"Ventura","Santa Clara"
"37","403M01505",402,"exists",2015-06-29,"Wendy Willis","Other fish","","Juvenile/Adult","More than 50","fathead minnow",2015-10-22 10:50:00,"","SMC_VCWPD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:50:00,"true",NA,NA,"403M01505",34.41709,-118.92546,403,"Ventura","Santa Clara"
"38","403M01506",411,"exists",2015-06-17,"Wendy Willis","Other amphibian","","Juvenile/Adult","1 to 10","Pseudacaris cadaverina",2015-10-22 10:58:13,"","SMC_VCWPD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:58:13,"true",NA,NA,"403M01506",34.39739,-118.79347,403,"Ventura","Santa Clara"
"39","403M01506",412,"exists",2015-06-17,"Wendy Willis","Gambusia affinis","","Juvenile/Adult","More than 50","",2015-10-22 10:58:13,"","SMC_VCWPD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-10-22 10:58:13,"true",NA,NA,"403M01506",34.39739,-118.79347,403,"Ventura","Santa Clara"
"40","403M01522",590,"exists",2016-06-29,"Wendy Willis","Gambusia affinis",NA,"Juvenile/Adult","1 to 10",NA,2016-10-26 07:17:21,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:17:21,"true",NA,NA,"403M01522",34.41442,-118.78842,403,"Ventura","Santa Clara"
"41","403M01528",566,"exists",2016-06-15,"Wendy Willis",NA,NA,NA,NA,NA,2016-10-26 07:24:30,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-10-26 07:24:30,"true",NA,NA,"403M01528",34.27599,-119.14219,403,"Ventura","Santa Clara"
"42","403M01538",631,"exists",2017-05-25,"Wendy Willis","Other amphibian",NA,"Larvae","More than 50","Western toad/Bufo boreas",2017-10-11 12:56:48,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 12:56:48,"true",NA,NA,"403M01538",34.41199,-118.83067,403,"Ventura","Santa Clara"
"43","403M01538",630,"exists",2017-05-25,"Wendy Willis","Other fish",NA,"Juvenile/Adult","More than 50","Fathead minnows",2017-10-11 12:56:48,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 12:56:48,"true",NA,NA,"403M01538",34.41199,-118.83067,403,"Ventura","Santa Clara"
"44","403M01539",632,"exists",2017-04-20,"Wendy Willis",NA,NA,NA,NA,NA,2017-10-11 13:15:30,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 13:15:30,"true",NA,NA,"403M01539",34.54733,-119.16554,403,"Ventura","Santa Clara"
"45","403M01553",635,"exists",2017-05-25,"Wendy Willis","Other amphibian",NA,"Juvenile/Adult","11 to 50","Pseudacris regilla",2017-10-11 12:54:27,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 12:54:27,"true",NA,NA,"403M01553",34.43845,-118.92539,403,"Ventura","Santa Clara"
"46","403M01553",634,"exists",2017-05-25,"Wendy Willis","Other fish",NA,"Juvenile/Adult","More than 50","Fathead minnows",2017-10-11 12:54:27,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 12:54:27,"true",NA,NA,"403M01553",34.43845,-118.92539,403,"Ventura","Santa Clara"
"47","403M01553",633,"exists",2017-05-25,"Wendy Willis","Other amphibian",NA,"Larvae","More than 50","Pseudacris regilla",2017-10-11 12:54:27,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-10-11 12:54:27,"true",NA,NA,"403M01553",34.43845,-118.92539,403,"Ventura","Santa Clara"
"48","403M01560",798,"exists",2019-05-15,"JM","Not Recorded","","Not Recorded","Not Recorded","",NA,NA,"SMC_VCWPD_2019","","true","{344D9636-7852-4B59-9998-432A7EEEB3F1}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",40,NA,"403M01560",34.23545,-119.21253,403,"Ventura","Santa Clara"
"49","403M01565",956,"exists",2018-06-13,"Jim Mann","Other amphibian","","Larvae","11 to 50","Pseudacris cadaverina",NA,NA,"SMC_VCWPD_2018","","false","{501F57AA-46BE-47BD-B386-4815BD351138}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",198,NA,"403M01565",34.38023,-119.06545,403,"Ventura","Santa Clara"
"50","403M01571",812,"exists",2019-06-19,"JM","Other fish","","Juvenile/Adult","More than 50","Pimephales promelas; 1 to 10 Gasterosteus aculeatus",NA,NA,"SMC_VCWPD_2019","","false","{6E3053BC-AC7A-41BC-B5F8-2E3246D0BCA1}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",54,NA,"403M01571",34.58667,-119.27994,403,"Ventura","Santa Clara"
"52","403M01580",797,"exists",2019-05-15,"JM","Cyprinus carpio","","Juvenile/Adult","1 to 10","",NA,NA,"SMC_VCWPD_2019","","false","{7488B0ED-922B-4D2C-AF3B-CBD50283F2FD}","checker",2019-10-30 13:42:53,"checker",2019-10-30 13:42:53,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC","SMC",2019-10-30 13:42:53,"false",39,NA,"403M01580",34.23495,-119.23075,403,"Ventura","Santa Clara"
"54","403M01626",955,"exists",2018-06-13,"Jim Mann","Not Recorded","","Not Recorded","Not Recorded","",NA,NA,"SMC_VCWPD_2018","","true","{7A69FBC0-B6DD-4FB3-923B-6378FBD0F7B8}","checker",2020-07-09 14:54:35,"checker",2020-07-09 14:54:35,"ABCL","pauls@sccwrp.org","VCWPD","2018","SMC","SMC",2020-07-09 14:54:35,"false",197,NA,"403M01626",34.43605,-119.0864,403,"Ventura","Santa Clara"
"56","403M05757",363,"exists",2015-06-29,"Damon Owen, Melissa Mathis","","","","","",2015-09-09 11:11:54,"","SMC_LACFCD_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:11:54,"true",NA,NA,"403M05757",34.54518,-118.43467,403,"Los Angeles","Santa Clara"
"57","403M05758",364,"exists",2015-06-29,"Damon Owen, Melissa Mathis","Procambarus clarkii","","Juvenile/Adult","11 to 50","",2015-09-09 11:15:32,"","SMC_LACFCD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:15:32,"true",NA,NA,"403M05758",34.43484,-118.61254,403,"Los Angeles","Santa Clara"
"58","403M05758",365,"exists",2015-06-29,"Damon Owen, Melissa Mathis","Gambusia affinis","","Juvenile/Adult","More than 50","",2015-09-09 11:15:32,"","SMC_LACFCD_2015","","false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:15:32,"true",NA,NA,"403M05758",34.43484,-118.61254,403,"Los Angeles","Santa Clara"
"59","403M05771",362,"exists",2015-04-30,"Damon Owen, Melissa Mathis","","","","","",2015-09-09 11:00:15,"","SMC_LACFCD_2015","","true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2015-09-09 11:00:15,"true",NA,NA,"403M05771",34.69939,-118.79476,403,"Los Angeles","Santa Clara"
"60","403M05774",586,"exists",2016-06-22,"DO/NC",NA,NA,NA,NA,NA,2016-11-04 08:38:27,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:38:27,"true",NA,NA,"403M05774",34.42692,-118.62067,403,"Los Angeles","Santa Clara"
"61","403M05780",512,"exists",2016-05-26,"DO/NC",NA,NA,NA,NA,NA,2016-11-04 08:46:19,NA,NA,NA,"true","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2016-11-04 08:46:19,"true",NA,NA,"403M05780",34.60452,-118.55686,403,"Los Angeles","Santa Clara"
"62","403M05785",636,"exists",2017-06-06,"DO/NC","Other amphibian",NA,"Juvenile/Adult","1 to 10",NA,2017-11-02 09:01:07,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 09:01:07,"true",NA,NA,"403M05785",34.37091,-118.47199,403,"Los Angeles","Santa Clara"
"63","403M05795",638,"exists",2017-06-05,"DO/NC","Procambarus clarkii",NA,"Juvenile/Adult","1 to 10",NA,2017-11-02 08:57:25,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 08:57:25,"true",NA,NA,"403M05795",34.60898,-118.77961,403,"Los Angeles","Santa Clara"
"64","403M05795",637,"exists",2017-06-05,"DO/NC","Lithobates catesbeianus",NA,"Juvenile/Adult","1 to 10",NA,2017-11-02 08:57:25,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2017-11-02 08:57:25,"true",NA,NA,"403M05795",34.60898,-118.77961,403,"Los Angeles","Santa Clara"
"65","403M05798",297,"exists",2018-05-15,"DO/NC","Other amphibian",NA,"Larvae","1 to 10","unk, possible frog",2018-09-24 11:41:51,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 11:41:51,"true",NA,NA,"403M05798",34.3633,-118.42772,403,"Los Angeles","Santa Clara"
"66","403M05800",296,"exists",2018-05-16,"DO/NC","Other amphibian",NA,"Juvenile/Adult","1 to 10",NA,2018-09-24 11:15:05,NA,NA,NA,"false","{00000000-0000-0000-0000-000000000000}","pauls",2019-09-23 09:00:00,"pauls",2019-09-23 09:00:00,NA,NA,NA,NA,"SMC","SMC",2018-09-24 11:15:05,"true",NA,NA,"403M05800",34.52907,-118.52244,403,"Los Angeles","Santa Clara"
"67","403M05832",876,"exists",2019-06-27,"DO/NC","Other amphibian","","Juvenile/Adult","1 to 10","possible Pacific chorus frog",NA,NA,"SMC_LACFCD_2019","","false","{05A2D251-248A-4DFA-B3FD-C09DC51CDC58}","checker",2020-01-30 15:39:22,"checker",2020-01-30 15:39:22,"WestonSolu","Damon.owen@westonsolutions.com","LACFCD","2019","SMC","SMC",2020-01-30 15:39:22,"false",118,NA,"403M05832",34.54997,-118.50855,403,"Los Angeles","Santa Clara"
